,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
275,female,group C,some high school,free/reduced,none,single,sometimes,yes,3,school_bus,> 10,40,55,52
276,female,group C,bachelor's degree,free/reduced,,married,regularly,yes,2,private,< 5,78,97,94
277,male,group A,associate's degree,standard,,married,,yes,0,private,5 - 10,80,70,69
278,male,group D,some high school,standard,none,single,regularly,no,3,private,5 - 10,74,73,69
279,male,group C,some high school,standard,none,married,sometimes,no,2,private,5 - 10,82,72,73
280,female,group D,bachelor's degree,standard,none,married,regularly,yes,,school_bus,> 10,70,79,84
281,female,group C,high school,standard,completed,married,sometimes,yes,,school_bus,5 - 10,71,76,75
282,female,,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,5 - 10,88,97,99
283,female,group E,high school,free/reduced,completed,married,regularly,yes,3,private,> 10,65,73,71
284,female,group E,bachelor's degree,standard,completed,married,sometimes,no,2,private,< 5,87,86,89
285,female,group D,bachelor's degree,standard,none,single,regularly,yes,2,school_bus,< 5,65,79,78
286,male,group C,associate's degree,free/reduced,completed,married,never,yes,0,private,5 - 10,48,61,58
287,female,group B,some high school,standard,completed,married,never,yes,0,school_bus,5 - 10,64,72,71
288,female,group B,associate's degree,free/reduced,none,married,sometimes,no,3,private,5 - 10,60,72,76
289,female,group B,associate's degree,standard,none,married,,yes,1,school_bus,5 - 10,67,84,84
290,female,group D,some college,standard,none,single,sometimes,yes,3,school_bus,5 - 10,48,59,61
291,male,group C,some college,standard,completed,married,regularly,yes,2,school_bus,5 - 10,77,80,74
292,female,group B,some high school,free/reduced,none,married,sometimes,yes,4,private,5 - 10,61,77,73
293,female,group E,some college,free/reduced,none,married,regularly,yes,3,private,5 - 10,76,83,83
294,female,group B,high school,standard,completed,,regularly,yes,5,school_bus,< 5,82,96,91
295,female,group E,some college,standard,,married,sometimes,yes,0,school_bus,5 - 10,77,75,73
296,female,group D,high school,standard,completed,single,sometimes,yes,1,private,5 - 10,71,82,87
297,female,group C,bachelor's degree,standard,none,married,sometimes,yes,4,school_bus,< 5,66,71,73
298,male,group D,some college,free/reduced,none,divorced,regularly,no,1,school_bus,5 - 10,58,55,55
299,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,2,private,5 - 10,69,69,64
300,female,group D,some high school,standard,completed,divorced,regularly,no,2,school_bus,< 5,60,69,73
301,male,group B,associate's degree,standard,completed,,regularly,no,4,private,5 - 10,74,86,84
302,female,group A,some college,standard,none,divorced,sometimes,yes,1,private,5 - 10,62,65,64
303,female,group C,some high school,free/reduced,none,single,regularly,yes,1,private,5 - 10,44,54,52
304,female,group B,some high school,standard,none,divorced,regularly,no,1,,5 - 10,67,60,59
305,male,group D,high school,free/reduced,none,married,sometimes,yes,3,private,5 - 10,68,67,62
306,female,group D,bachelor's degree,standard,,,regularly,yes,3,school_bus,5 - 10,78,81,83
307,male,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,2,school_bus,5 - 10,60,66,67
308,male,group A,associate's degree,free/reduced,completed,divorced,regularly,yes,2,school_bus,< 5,60,61,61
309,female,group C,associate's degree,standard,none,married,regularly,no,1,private,5 - 10,71,75,74
310,male,group E,some high school,standard,none,single,regularly,yes,4,school_bus,< 5,71,71,67
311,female,,associate's degree,standard,none,married,sometimes,no,3,private,5 - 10,66,70,69
312,female,group D,associate's degree,standard,none,married,never,yes,0,private,> 10,54,66,66
313,male,group E,some college,standard,none,married,sometimes,yes,3,,< 5,74,67,62
314,male,group E,bachelor's degree,standard,none,married,sometimes,yes,2,,< 5,72,65,58
315,female,,some high school,standard,,married,sometimes,yes,2,,5 - 10,86,93,90
316,male,group C,associate's degree,standard,none,married,regularly,yes,1,school_bus,> 10,66,63,59
317,male,group C,some college,standard,,married,regularly,yes,4,school_bus,< 5,77,79,77
318,female,group C,some college,standard,none,divorced,regularly,yes,2,private,5 - 10,70,78,77
319,male,group B,some high school,free/reduced,none,married,sometimes,no,2,,5 - 10,71,66,70
320,female,group D,some college,standard,none,single,sometimes,yes,1,,< 5,81,97,96
321,male,group B,high school,standard,completed,married,never,yes,,school_bus,5 - 10,69,79,75
322,male,group B,some high school,standard,none,married,never,yes,1,private,5 - 10,56,53,50
323,female,group E,some college,standard,none,married,,yes,4,private,< 5,76,74,75
324,female,group C,,standard,none,married,sometimes,no,2,school_bus,< 5,68,73,76
325,male,group D,high school,standard,completed,single,regularly,yes,3,school_bus,< 5,97,88,89
326,female,group C,some high school,standard,none,single,sometimes,no,5,private,5 - 10,66,79,75
327,female,group C,some college,free/reduced,none,married,sometimes,yes,,school_bus,> 10,71,89,83
329,male,group B,high school,standard,completed,single,sometimes,no,3,private,5 - 10,67,58,60
330,female,group E,high school,free/reduced,none,married,regularly,yes,3,private,< 5,71,83,78
331,female,group A,associate's degree,standard,none,,sometimes,yes,0,school_bus,> 10,78,91,93
332,female,group D,some college,standard,completed,single,sometimes,yes,,private,< 5,63,66,69
333,female,group B,some high school,standard,,married,regularly,no,4,school_bus,< 5,83,85,87
334,female,group B,high school,free/reduced,completed,divorced,sometimes,yes,3,private,> 10,71,83,81
335,female,group C,some college,standard,completed,divorced,,no,2,school_bus,> 10,72,79,80
336,male,group D,high school,free/reduced,none,married,sometimes,no,1,private,5 - 10,77,68,64
338,male,group D,associate's degree,standard,completed,single,sometimes,,4,school_bus,5 - 10,85,86,85
339,female,group B,bachelor's degree,free/reduced,completed,married,sometimes,yes,4,private,< 5,54,66,67
340,female,group C,high school,standard,,divorced,regularly,yes,1,school_bus,5 - 10,61,72,72
341,male,group E,some high school,standard,none,divorced,sometimes,yes,1,school_bus,> 10,84,77,65
342,female,group D,some high school,standard,completed,married,sometimes,no,2,private,5 - 10,76,79,81
343,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,5 - 10,71,82,85
344,female,group D,high school,standard,none,married,regularly,yes,4,school_bus,5 - 10,62,61,64
345,female,,some high school,free/reduced,none,single,never,yes,1,private,< 5,36,53,52
346,male,group D,high school,standard,completed,widowed,sometimes,no,1,,5 - 10,78,65,67
347,female,group D,some college,free/reduced,none,,never,yes,1,school_bus,< 5,69,80,81
348,female,group C,high school,standard,none,divorced,sometimes,yes,3,school_bus,5 - 10,51,50,54
349,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,2,private,> 10,60,60,58
350,male,group E,high school,standard,none,married,sometimes,yes,0,school_bus,> 10,99,86,79
351,female,group C,some high school,standard,completed,married,regularly,yes,1,private,5 - 10,57,73,74
352,female,group E,some college,standard,none,single,regularly,yes,1,private,5 - 10,94,92,88
353,female,group D,some college,standard,completed,married,sometimes,yes,2,private,< 5,51,63,65
354,female,group C,some high school,free/reduced,none,single,regularly,yes,1,school_bus,< 5,31,36,30
355,female,group B,,standard,completed,married,sometimes,yes,1,school_bus,< 5,41,65,60
357,male,group E,some college,standard,none,married,sometimes,yes,3,private,> 10,72,58,55
358,female,group B,associate's degree,free/reduced,none,married,sometimes,no,,school_bus,< 5,69,82,77
359,female,group C,some college,standard,none,married,sometimes,yes,2,private,< 5,55,65,59
360,female,group E,high school,standard,completed,married,regularly,yes,1,school_bus,5 - 10,84,84,85
361,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,4,school_bus,> 10,61,75,71
362,male,group C,high school,standard,none,divorced,regularly,yes,0,school_bus,5 - 10,72,77,66
363,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,79,87,78
364,male,group C,some college,free/reduced,,married,sometimes,no,3,private,5 - 10,65,73,68
365,female,group D,master's degree,standard,none,married,sometimes,no,2,,< 5,56,64,70
366,female,group D,some college,standard,completed,divorced,sometimes,no,1,private,< 5,48,56,61
367,male,group B,some college,standard,none,married,regularly,yes,4,school_bus,> 10,83,82,83
368,male,group B,,free/reduced,none,,sometimes,,,school_bus,5 - 10,72,64,63
369,female,group B,some high school,standard,none,married,,no,1,school_bus,5 - 10,74,75,81
370,female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,5,,5 - 10,77,96,89
371,male,group A,,standard,none,,regularly,yes,2,private,5 - 10,69,65,66
372,female,group C,associate's degree,standard,none,single,sometimes,yes,2,private,5 - 10,79,86,89
373,female,group A,high school,standard,none,divorced,sometimes,no,1,school_bus,5 - 10,78,87,83
374,female,group D,some high school,standard,completed,married,sometimes,yes,2,private,5 - 10,64,80,85
375,female,group D,some high school,standard,none,divorced,sometimes,yes,1,school_bus,5 - 10,86,89,89
376,male,group C,bachelor's degree,free/reduced,completed,divorced,,no,2,private,5 - 10,64,72,77
377,male,group C,some high school,free/reduced,completed,single,sometimes,yes,1,,5 - 10,76,69,69
378,female,group D,some high school,free/reduced,completed,married,never,no,1,school_bus,< 5,53,77,79
380,female,group A,associate's degree,standard,completed,widowed,sometimes,yes,1,private,< 5,47,59,67
381,female,group B,some high school,standard,none,married,regularly,yes,2,private,5 - 10,62,76,69
382,male,group D,high school,standard,,married,sometimes,yes,3,school_bus,5 - 10,89,76,73
383,female,group B,bachelor's degree,standard,none,married,sometimes,yes,3,private,5 - 10,58,68,69
384,female,,some college,standard,none,single,sometimes,yes,2,private,5 - 10,53,55,57
385,female,group B,master's degree,standard,none,married,regularly,no,2,school_bus,5 - 10,66,86,82
386,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,87,95,98
388,female,group E,,free/reduced,none,married,sometimes,yes,7,private,5 - 10,51,56,60
389,female,group D,associate's degree,standard,completed,divorced,regularly,no,3,school_bus,< 5,59,62,68
390,male,group C,,standard,completed,divorced,sometimes,yes,3,private,< 5,83,92,88
391,female,group E,,standard,none,married,sometimes,,2,private,< 5,75,82,75
392,female,group A,associate's degree,standard,none,married,sometimes,yes,1,private,5 - 10,77,86,81
393,female,group E,some college,standard,completed,married,sometimes,no,4,school_bus,< 5,72,77,74
394,male,group D,some college,standard,completed,widowed,sometimes,yes,4,school_bus,5 - 10,83,75,82
395,male,group A,high school,free/reduced,none,married,regularly,yes,,school_bus,5 - 10,35,32,29
396,male,group A,some high school,standard,completed,married,sometimes,no,1,private,5 - 10,85,91,89
397,male,group D,bachelor's degree,standard,completed,single,regularly,no,6,private,5 - 10,86,73,78
398,female,group A,some high school,standard,none,single,regularly,yes,2,private,< 5,55,62,64
399,male,group D,some college,standard,none,single,never,yes,3,private,5 - 10,67,77,70
400,male,group D,high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,50,56,61
401,female,group E,master's degree,standard,,divorced,regularly,yes,4,,5 - 10,81,76,76
402,female,group B,,standard,none,married,sometimes,yes,5,school_bus,> 10,63,76,78
403,female,group D,some high school,standard,none,divorced,sometimes,no,1,school_bus,5 - 10,86,88,89
404,male,group D,some college,standard,none,divorced,regularly,yes,7,school_bus,5 - 10,74,58,60
405,male,group C,some college,standard,none,divorced,sometimes,yes,3,private,5 - 10,74,73,65
406,female,group B,high school,standard,none,single,regularly,yes,1,,< 5,63,75,79
407,female,group C,master's degree,standard,none,married,never,yes,2,school_bus,> 10,33,43,48
408,female,group D,some high school,standard,none,single,never,no,2,,< 5,76,81,79
409,female,group C,associate's degree,standard,none,,sometimes,no,3,school_bus,> 10,77,84,80
410,female,,some college,free/reduced,none,divorced,never,yes,1,school_bus,5 - 10,64,61,65
411,female,,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2,school_bus,5 - 10,70,87,78
412,male,,some college,standard,completed,,regularly,yes,0,school_bus,5 - 10,100,94,99
413,male,group E,some high school,standard,none,married,regularly,yes,4,private,5 - 10,64,58,52
414,male,group D,some high school,standard,none,married,never,yes,2,school_bus,5 - 10,81,70,68
415,female,group B,some high school,standard,none,married,regularly,yes,0,school_bus,,65,74,75
416,female,group C,associate's degree,standard,,widowed,never,yes,3,school_bus,5 - 10,54,57,56
417,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,1,school_bus,< 5,66,65,69
418,male,group D,some high school,standard,,married,regularly,no,4,school_bus,> 10,66,69,71
419,male,group B,high school,standard,none,married,never,yes,1,private,5 - 10,46,43,44
420,female,group D,bachelor's degree,free/reduced,completed,married,regularly,no,3,private,5 - 10,50,80,79
421,male,group C,some college,standard,none,single,sometimes,yes,1,private,< 5,76,69,70
422,female,group E,master's degree,standard,,married,regularly,yes,2,,< 5,52,69,75
424,female,,some college,standard,,married,regularly,yes,0,private,> 10,83,88,90
425,female,group B,,standard,none,married,sometimes,no,1,,5 - 10,32,35,40
426,male,group B,high school,standard,none,divorced,never,no,1,private,< 5,61,67,63
427,female,group C,high school,free/reduced,completed,married,regularly,yes,2,school_bus,5 - 10,72,81,83
428,female,group D,some college,free/reduced,none,married,sometimes,yes,4,,5 - 10,52,65,57
429,male,group C,associate's degree,free/reduced,completed,married,regularly,no,2,private,< 5,65,67,68
430,male,group E,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,75,65,63
431,female,group C,some college,standard,none,widowed,regularly,yes,4,school_bus,5 - 10,80,93,96
432,female,group B,,standard,,married,regularly,yes,3,school_bus,< 5,68,84,83
433,male,group D,some college,free/reduced,completed,married,regularly,no,,school_bus,> 10,70,72,71
434,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,2,private,> 10,62,76,71
435,male,,high school,standard,,married,never,yes,1,private,5 - 10,69,70,71
437,male,group E,associate's degree,standard,none,divorced,sometimes,no,7,private,> 10,94,86,76
438,female,group C,high school,free/reduced,completed,married,sometimes,yes,3,private,5 - 10,64,80,75
439,male,,master's degree,standard,,married,sometimes,yes,2,,< 5,78,74,77
440,female,group B,master's degree,free/reduced,none,divorced,regularly,no,1,private,< 5,50,66,69
441,female,group E,some high school,standard,none,married,regularly,yes,3,school_bus,< 5,86,82,84
442,female,group B,,free/reduced,none,single,never,no,3,private,5 - 10,47,58,62
444,female,group C,some high school,free/reduced,completed,married,regularly,yes,3,school_bus,5 - 10,28,36,34
445,male,group C,some college,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,36,35,35
446,female,group B,high school,standard,none,divorced,regularly,yes,2,private,> 10,90,89,86
447,female,group C,high school,free/reduced,completed,,sometimes,no,1,private,< 5,64,64,70
448,female,group A,bachelor's degree,standard,none,married,sometimes,yes,4,private,,74,90,83
449,male,group D,bachelor's degree,standard,none,married,regularly,no,2,,5 - 10,95,85,92
450,female,group B,high school,free/reduced,none,married,sometimes,no,,private,5 - 10,42,60,50
451,male,group E,some college,standard,none,married,never,no,,school_bus,5 - 10,70,59,55
452,female,group D,associate's degree,standard,none,single,sometimes,no,2,private,< 5,80,93,85
453,male,group D,some college,standard,completed,single,never,yes,3,school_bus,> 10,78,65,74
454,female,group E,some high school,free/reduced,none,married,regularly,yes,0,school_bus,5 - 10,85,85,84
455,male,group E,some college,standard,completed,married,never,yes,0,school_bus,5 - 10,97,84,82
456,female,group E,high school,free/reduced,none,single,sometimes,yes,1,private,5 - 10,64,67,71
457,female,group C,high school,standard,none,married,regularly,yes,2,private,> 10,82,77,80
458,male,group E,associate's degree,standard,completed,married,sometimes,yes,4,private,5 - 10,97,92,90
459,female,group E,,free/reduced,completed,married,regularly,yes,2,school_bus,> 10,77,85,88
460,female,group B,high school,standard,completed,married,sometimes,no,3,private,> 10,66,79,81
461,female,,associate's degree,free/reduced,none,,regularly,no,3,school_bus,5 - 10,58,65,66
462,male,group D,some college,free/reduced,none,married,regularly,yes,2,private,5 - 10,53,57,53
463,female,group C,associate's degree,free/reduced,none,married,regularly,no,4,private,5 - 10,38,63,63
464,male,group B,some college,standard,none,married,regularly,yes,3,,> 10,94,82,82
465,female,group C,master's degree,standard,none,married,sometimes,no,2,school_bus,> 10,79,93,92
466,female,group D,some college,free/reduced,none,divorced,never,no,3,school_bus,5 - 10,75,83,83
467,male,group E,bachelor's degree,free/reduced,none,single,sometimes,yes,1,private,5 - 10,82,74,70
468,male,group C,high school,standard,none,married,sometimes,yes,0,,5 - 10,80,73,69
469,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,59,68,62
470,female,group C,some college,free/reduced,completed,married,sometimes,yes,,school_bus,,56,72,68
471,male,group C,some high school,standard,completed,married,regularly,no,2,school_bus,,53,59,60
472,male,,bachelor's degree,standard,none,single,regularly,no,4,school_bus,5 - 10,95,87,76
473,female,group D,associate's degree,standard,none,married,sometimes,yes,4,school_bus,< 5,76,85,89
474,female,group C,some high school,free/reduced,none,married,sometimes,yes,4,private,5 - 10,46,72,61
475,male,group B,some college,free/reduced,completed,married,sometimes,yes,2,school_bus,5 - 10,62,66,65
476,female,group D,high school,standard,none,married,regularly,yes,0,private,> 10,36,45,46
477,female,group E,some college,standard,none,married,regularly,,2,school_bus,5 - 10,51,47,48
478,male,group E,associate's degree,standard,none,married,sometimes,yes,2,private,< 5,72,72,66
479,male,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,5 - 10,49,39,42
480,female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,63,72,69
481,female,group B,high school,free/reduced,none,married,sometimes,no,3,school_bus,5 - 10,67,83,76
482,female,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,5 - 10,70,81,84
483,male,group C,associate's degree,standard,none,married,never,yes,1,private,5 - 10,84,89,84
484,female,group C,some high school,free/reduced,none,married,never,no,1,,5 - 10,45,60,54
485,female,group D,,free/reduced,completed,single,sometimes,no,3,school_bus,5 - 10,70,84,87
486,male,group C,some college,standard,none,married,sometimes,yes,0,school_bus,< 5,76,66,61
487,female,group C,some college,free/reduced,none,married,regularly,yes,1,school_bus,> 10,60,62,60
488,male,group D,high school,standard,,divorced,sometimes,yes,2,private,5 - 10,78,68,67
490,female,group A,high school,standard,none,single,regularly,yes,2,,< 5,55,57,62
491,female,group E,bachelor's degree,free/reduced,none,married,regularly,no,1,school_bus,5 - 10,59,72,69
492,male,group B,some high school,standard,none,married,sometimes,yes,0,school_bus,> 10,59,51,43
493,male,group E,some high school,standard,none,divorced,never,yes,4,school_bus,< 5,65,70,66
494,male,group C,master's degree,free/reduced,none,single,sometimes,,3,school_bus,5 - 10,56,51,52
495,female,group C,some high school,standard,none,married,regularly,no,1,school_bus,5 - 10,80,82,76
496,male,group C,associate's degree,free/reduced,none,married,regularly,no,2,school_bus,5 - 10,72,71,67
497,male,group A,bachelor's degree,standard,none,,regularly,yes,3,private,5 - 10,93,90,90
498,male,group C,associate's degree,standard,completed,married,sometimes,yes,1,private,5 - 10,85,78,82
499,male,group C,,free/reduced,none,widowed,sometimes,yes,0,private,> 10,52,55,45
500,male,group B,some high school,free/reduced,none,married,regularly,yes,4,school_bus,> 10,54,49,41
501,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,< 5,68,77,79
502,male,group A,some college,standard,none,single,never,yes,3,private,> 10,71,67,59
503,female,group B,bachelor's degree,free/reduced,none,married,never,no,2,private,< 5,45,57,57
504,male,,associate's degree,standard,completed,divorced,,no,2,,< 5,64,70,68
505,female,group B,some high school,free/reduced,completed,married,regularly,yes,2,school_bus,5 - 10,49,64,57
506,male,group C,,free/reduced,none,married,sometimes,no,1,private,> 10,69,66,65
507,female,,,free/reduced,,single,never,yes,1,school_bus,< 5,35,42,39
508,female,group A,associate's degree,free/reduced,completed,single,sometimes,,3,school_bus,< 5,70,82,91
509,female,group D,some high school,free/reduced,none,divorced,regularly,,2,school_bus,5 - 10,23,37,35
510,male,group B,associate's degree,standard,,married,regularly,yes,2,school_bus,5 - 10,72,74,70
511,male,group E,some high school,free/reduced,none,married,never,yes,4,private,,75,73,71
512,female,group B,associate's degree,standard,none,divorced,regularly,yes,1,school_bus,5 - 10,58,62,63
513,male,group E,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,5 - 10,91,73,77
514,female,,high school,free/reduced,none,married,regularly,yes,2,private,5 - 10,59,64,62
515,male,group D,some college,standard,,single,regularly,yes,2,private,5 - 10,67,64,61
517,female,group D,some high school,free/reduced,none,single,regularly,yes,3,school_bus,5 - 10,56,62,59
518,male,group C,high school,standard,completed,divorced,sometimes,yes,3,school_bus,5 - 10,63,69,63
519,male,group C,some high school,free/reduced,none,single,sometimes,,0,school_bus,> 10,53,54,45
520,female,group D,associate's degree,standard,none,,never,yes,,school_bus,5 - 10,94,93,96
521,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,61,65,60
522,male,group C,high school,standard,none,married,sometimes,no,1,private,5 - 10,79,84,73
523,female,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,2,school_bus,5 - 10,60,70,74
524,female,group C,associate's degree,standard,completed,single,never,yes,2,private,5 - 10,93,98,97
525,male,group C,some high school,free/reduced,completed,married,regularly,yes,1,,> 10,81,73,80
526,male,group C,master's degree,standard,none,single,regularly,yes,3,private,5 - 10,71,73,73
527,male,group C,,free/reduced,completed,married,,no,4,private,5 - 10,31,37,41
528,male,group E,some college,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,73,69,66
529,male,group E,some college,free/reduced,,married,regularly,yes,2,school_bus,> 10,84,74,73
530,female,group B,some high school,standard,none,married,sometimes,no,4,school_bus,< 5,76,72,70
531,female,group E,high school,standard,none,single,never,yes,3,private,> 10,75,66,63
532,male,group D,bachelor's degree,free/reduced,completed,married,never,no,,private,> 10,69,76,77
533,female,group D,high school,standard,none,married,,yes,3,,> 10,66,79,82
534,female,group B,bachelor's degree,standard,none,married,sometimes,no,3,private,< 5,67,65,67
535,male,group E,high school,free/reduced,none,married,sometimes,no,1,school_bus,5 - 10,87,87,77
536,female,group E,some high school,standard,none,divorced,sometimes,no,1,school_bus,> 10,74,79,79
537,female,group E,associate's degree,standard,none,married,sometimes,yes,0,school_bus,5 - 10,61,65,63
538,female,group B,master's degree,standard,none,married,sometimes,yes,3,private,5 - 10,74,71,72
539,male,,high school,standard,,married,sometimes,yes,4,school_bus,5 - 10,69,56,60
540,male,group E,some college,standard,none,single,never,yes,1,private,> 10,80,67,67
541,male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,0,school_bus,> 10,73,64,67
542,male,group C,,free/reduced,completed,married,sometimes,yes,,school_bus,< 5,47,42,44
543,female,,associate's degree,standard,none,single,regularly,no,1,school_bus,< 5,74,80,87
544,male,group D,some college,standard,completed,married,sometimes,no,1,,5 - 10,75,64,68
545,male,group D,bachelor's degree,standard,completed,married,regularly,,3,private,5 - 10,90,82,89
546,male,group C,some college,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,48,45,39
547,male,,master's degree,standard,completed,married,regularly,yes,,school_bus,> 10,94,88,97
548,male,group C,some high school,free/reduced,none,single,regularly,yes,3,school_bus,< 5,50,48,48
549,female,group B,bachelor's degree,free/reduced,none,married,regularly,no,2,private,5 - 10,42,55,55
550,female,group C,some high school,free/reduced,completed,single,regularly,yes,2,school_bus,< 5,46,66,59
551,female,group B,some high school,free/reduced,none,married,sometimes,yes,3,,< 5,36,37,44
552,female,group C,,standard,none,married,regularly,no,1,school_bus,5 - 10,80,81,89
553,male,group B,some high school,free/reduced,,single,sometimes,yes,2,school_bus,5 - 10,59,66,61
554,female,group B,master's degree,free/reduced,none,single,sometimes,no,3,school_bus,< 5,33,45,48
555,male,group C,some college,free/reduced,none,divorced,sometimes,no,,school_bus,< 5,33,35,36
556,female,group B,some high school,standard,completed,married,regularly,yes,2,school_bus,< 5,62,76,73
557,male,group B,associate's degree,free/reduced,completed,single,sometimes,no,4,,< 5,74,76,78
558,male,group D,some college,standard,none,married,sometimes,yes,0,school_bus,< 5,71,61,61
559,male,group D,high school,free/reduced,none,single,regularly,no,,school_bus,> 10,73,72,62
560,female,group E,associate's degree,standard,none,single,sometimes,yes,4,,5 - 10,69,74,74
561,male,group D,high school,free/reduced,none,married,sometimes,yes,1,private,5 - 10,74,68,61
562,female,group B,associate's degree,standard,completed,married,sometimes,no,4,school_bus,< 5,47,63,65
563,female,group E,some high school,standard,none,single,,yes,1,,> 10,100,94,93
564,female,group E,associate's degree,free/reduced,none,single,regularly,yes,1,school_bus,5 - 10,88,86,89
565,female,group A,high school,standard,completed,single,regularly,yes,3,school_bus,5 - 10,65,69,73
566,male,group D,some college,free/reduced,none,married,regularly,no,4,school_bus,5 - 10,67,66,66
567,female,group B,high school,free/reduced,none,married,regularly,yes,4,school_bus,5 - 10,52,45,48
568,male,group C,some high school,standard,none,married,sometimes,yes,5,private,5 - 10,82,79,73
569,female,group C,associate's degree,standard,none,single,regularly,yes,2,private,< 5,81,93,90
570,male,group C,some college,standard,,married,sometimes,yes,5,school_bus,5 - 10,67,51,54
571,female,group B,some high school,free/reduced,none,single,regularly,yes,3,private,5 - 10,31,44,41
572,male,group E,associate's degree,free/reduced,completed,single,sometimes,yes,2,private,5 - 10,58,49,52
573,female,group A,,standard,none,married,sometimes,yes,3,school_bus,5 - 10,59,65,62
574,female,group B,high school,free/reduced,completed,married,sometimes,yes,4,private,> 10,70,69,74
575,female,group B,some high school,free/reduced,completed,single,sometimes,yes,4,school_bus,> 10,65,83,85
576,female,group C,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,5 - 10,61,71,75
577,male,group E,master's degree,standard,completed,married,sometimes,no,,school_bus,< 5,78,69,67
578,male,group C,some high school,free/reduced,none,married,sometimes,yes,0,private,5 - 10,46,43,43
579,male,group D,some high school,free/reduced,none,married,regularly,yes,1,,5 - 10,72,66,66
580,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,1,private,5 - 10,77,64,69
581,female,group B,bachelor's degree,standard,none,single,sometimes,no,3,school_bus,,82,100,99
582,male,group B,associate's degree,standard,none,divorced,sometimes,yes,1,private,5 - 10,75,80,79
583,female,group D,some college,free/reduced,completed,married,sometimes,yes,1,school_bus,5 - 10,53,57,60
584,female,group D,high school,standard,none,married,regularly,yes,2,,< 5,71,73,81
585,female,group B,high school,standard,none,single,sometimes,no,3,school_bus,< 5,53,59,64
586,male,group D,high school,standard,none,married,sometimes,no,3,school_bus,> 10,89,78,76
587,male,group E,some college,free/reduced,completed,married,regularly,no,2,private,> 10,93,96,100
588,male,group D,associate's degree,standard,none,widowed,never,no,1,school_bus,5 - 10,82,81,78
589,male,,associate's degree,standard,none,married,sometimes,yes,3,private,> 10,92,82,85
590,male,group C,associate's degree,standard,none,single,never,no,3,school_bus,> 10,65,57,58
591,female,group B,,standard,none,married,sometimes,no,1,school_bus,> 10,38,47,47
592,male,group D,some college,free/reduced,none,divorced,sometimes,yes,4,private,< 5,65,74,68
593,female,group A,some college,free/reduced,none,married,sometimes,no,2,school_bus,5 - 10,41,52,53
595,female,group C,high school,standard,none,married,regularly,no,,private,5 - 10,51,57,56
596,male,group C,master's degree,free/reduced,none,single,sometimes,yes,0,private,< 5,56,62,56
597,male,group D,some high school,free/reduced,completed,married,never,yes,5,private,> 10,59,62,60
598,male,group B,master's degree,standard,none,single,sometimes,no,1,private,,70,63,64
600,female,group E,associate's degree,standard,none,single,sometimes,no,1,,5 - 10,67,67,67
601,female,group D,some high school,free/reduced,completed,divorced,sometimes,no,1,school_bus,< 5,52,67,66
602,female,group C,some college,free/reduced,,married,regularly,yes,1,private,< 5,53,54,63
604,female,,associate's degree,standard,completed,married,regularly,no,,private,< 5,76,82,89
605,male,group B,master's degree,standard,completed,married,regularly,yes,4,school_bus,< 5,80,79,91
606,male,group D,some college,standard,completed,married,sometimes,yes,1,private,5 - 10,98,94,96
607,male,group E,some college,standard,completed,single,sometimes,yes,3,,> 10,90,91,88
608,female,group C,some college,standard,,married,sometimes,,4,school_bus,5 - 10,68,74,72
609,male,group C,,free/reduced,none,married,regularly,no,3,,5 - 10,49,51,45
610,male,group C,high school,standard,none,married,sometimes,yes,1,private,< 5,69,74,63
